Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;12 Galicia;;Vivienda protegida;2015;684
Total Nacional;12 Galicia;;Vivienda protegida;2014;548
Total Nacional;12 Galicia;;Vivienda protegida;2013;591
Total Nacional;12 Galicia;;Vivienda protegida;2012;850
Total Nacional;12 Galicia;;Vivienda protegida;2011;1.390
Total Nacional;12 Galicia;;Vivienda protegida;2010;1.327
Total Nacional;12 Galicia;;Vivienda protegida;2009;1.191
Total Nacional;12 Galicia;;Vivienda protegida;2008;2.439
Total Nacional;12 Galicia;;Vivienda protegida;2007;2.246
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2021;9.297
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2020;7.018
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2019;8.060
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2018;7.252
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2017;6.364
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2016;6.022
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2015;5.383
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2014;5.126
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2013;5.286
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2012;6.597
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2011;7.295
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2010;10.344
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2009;9.380
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2008;11.654
Total Nacional;12 Galicia;15 Coruña, A;Viviendas: Total;2007;11.444
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2021;2.231
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2020;1.541
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2019;1.657
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2018;1.435
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2017;1.437
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2016;1.816
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2015;2.334
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2014;2.723
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2013;3.078
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2012;4.246
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2011;4.608
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2010;6.756
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2009;6.136
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2008;7.110
Total Nacional;12 Galicia;15 Coruña, A;Vivienda nueva;2007;4.951
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2021;7.066
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2020;5.477
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2019;6.403
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2018;5.817
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2017;4.927
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2016;4.206
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2015;3.049
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2014;2.403
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2013;2.208
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2012;2.351
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2011;2.687
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2010;3.588
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2009;3.244
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2008;4.544
Total Nacional;12 Galicia;15 Coruña, A;Vivienda usada;2007;6.493
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2021;9.043
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2020;6.794
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2019;7.787
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2018;6.963
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2017;6.095
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2016;5.693
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2015;5.088
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2014;4.927
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2013;5.068
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2012;6.313
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2011;6.869
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2010;9.736
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2009;8.970
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2008;10.597
Total Nacional;12 Galicia;15 Coruña, A;Vivienda libre;2007;10.633
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2021;254
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2020;224
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2019;273
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2018;289
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2017;269
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2016;329
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2015;295
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2014;199
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2013;218
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2012;284
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2011;426
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2010;608
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2009;410
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2008;1.057
Total Nacional;12 Galicia;15 Coruña, A;Vivienda protegida;2007;811
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2021;2.212
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2020;1.627
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2019;1.842
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2018;1.993
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2017;1.769
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2016;1.802
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2015;1.929
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2014;1.914
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2013;2.047
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2012;1.820
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2011;2.299
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2010;3.119
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2009;2.955
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2008;3.904
Total Nacional;12 Galicia;27 Lugo;Viviendas: Total;2007;3.839
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2021;575
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2020;413
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2019;422
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2018;450
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2017;479
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2016;634
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2015;917
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2014;1.055
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2013;1.362
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2012;1.170
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2011;1.465
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2010;1.897
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2009;2.118
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2008;2.410
Total Nacional;12 Galicia;27 Lugo;Vivienda nueva;2007;1.755
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2021;1.637
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2020;1.214
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2019;1.420
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2018;1.543
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2017;1.290
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2016;1.168
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2015;1.012
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2014;859
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2013;685
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2012;650
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2011;834
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2010;1.222
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2009;837
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2008;1.494
Total Nacional;12 Galicia;27 Lugo;Vivienda usada;2007;2.084
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2021;2.055
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2020;1.498
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2019;1.669
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2018;1.808
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2017;1.542
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2016;1.634
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2015;1.746
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2014;1.741
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2013;1.883
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2012;1.621
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2011;1.945
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2010;2.879
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2009;2.541
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2008;3.194
Total Nacional;12 Galicia;27 Lugo;Vivienda libre;2007;3.061
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2021;157
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2020;129
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2019;173
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2018;185
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2017;227
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2016;168
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2015;183
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2014;173
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2013;164
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2012;199
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2011;354
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2010;240
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2009;414
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2008;710
Total Nacional;12 Galicia;27 Lugo;Vivienda protegida;2007;778
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2021;1.641
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2020;1.493
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2019;1.676
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2018;1.761
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2017;1.535
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2016;1.408
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2015;1.235
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2014;1.163
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2013;1.365
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2012;1.634
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2011;1.944
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2010;2.728
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2009;2.361
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2008;3.079
Total Nacional;12 Galicia;32 Ourense;Viviendas: Total;2007;3.650
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2021;344
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2020;361
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2019;453
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2018;437
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2017;356
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2016;330
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2015;386
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2014;505
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2013;670
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2012;902
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2011;1.053
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2010;1.596
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2009;1.394
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2008;1.756
Total Nacional;12 Galicia;32 Ourense;Vivienda nueva;2007;1.722
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2021;1.297
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2020;1.132
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2019;1.223
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2018;1.324
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2017;1.179
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2016;1.078
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2015;849
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2014;658
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2013;695
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2012;732
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2011;891
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2010;1.132
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2009;967
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2008;1.323
Total Nacional;12 Galicia;32 Ourense;Vivienda usada;2007;1.928
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2021;1.582
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2020;1.453
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2019;1.604
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2018;1.683
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2017;1.464
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2016;1.331
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2015;1.188
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2014;1.123
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2013;1.299
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2012;1.564
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2011;1.864
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2010;2.605
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2009;2.256
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2008;2.867
Total Nacional;12 Galicia;32 Ourense;Vivienda libre;2007;3.497
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2021;59
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2020;40
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2019;72
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2018;78
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2017;71
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2016;77
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2015;47
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2014;40
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2013;66
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2012;70
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2011;80
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2010;123
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2009;105
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2008;212
Total Nacional;12 Galicia;32 Ourense;Vivienda protegida;2007;153
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2021;6.437
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2020;5.077
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2019;5.530
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2018;5.510
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2017;5.004
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2016;4.199
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2015;3.990
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2014;3.763
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2013;3.870
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2012;4.483
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2011;4.899
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2010;6.379
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2009;6.596
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2008;7.953
Total Nacional;12 Galicia;36 Pontevedra;Viviendas: Total;2007;9.897
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2021;1.542
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2020;1.046
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2019;1.140
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2018;1.203
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2017;1.261
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2016;1.119
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2015;1.454
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2014;2.015
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2013;2.083
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2012;2.773
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2011;2.963
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2010;3.794
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2009;4.284
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2008;4.718
Total Nacional;12 Galicia;36 Pontevedra;Vivienda nueva;2007;4.611
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2021;4.895
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2020;4.031
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2019;4.390
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2018;4.307
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2017;3.743
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2016;3.080
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2015;2.536
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2014;1.748
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2013;1.787
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2012;1.710
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2011;1.936
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2010;2.585
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2009;2.312
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2008;3.235
Total Nacional;12 Galicia;36 Pontevedra;Vivienda usada;2007;5.286
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2021;6.177
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2020;4.864
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2019;5.286
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2018;5.264
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2017;4.795
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2016;3.974
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2015;3.831
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2014;3.627
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2013;3.727
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2012;4.186
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2011;4.369
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2010;6.023
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2009;6.334
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2008;7.493
Total Nacional;12 Galicia;36 Pontevedra;Vivienda libre;2007;9.393
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2021;260
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2020;213
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2019;244
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2018;246
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2017;209
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2016;225
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2015;159
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2014;136
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2013;143
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2012;297
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2011;530
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2010;356
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2009;262
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2008;460
Total Nacional;12 Galicia;36 Pontevedra;Vivienda protegida;2007;504
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2021;80.456
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2020;58.538
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2019;71.795
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2018;76.603
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2017;70.412
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2016;59.059
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2015;51.885
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2014;44.488
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2013;41.378
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2012;41.028
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2011;49.204
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2010;60.678
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2009;51.724
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2008;59.294
Total Nacional;13 Madrid, Comunidad de;;Viviendas: Total;2007;84.930
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2021;21.511
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2020;16.194
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2019;16.787
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2018;16.988
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2017;15.675
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2016;13.509
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2015;12.412
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2014;17.160
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2013;18.952
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2012;19.045
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2011;24.318
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2010;29.068
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2009;26.390
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2008;27.497
Total Nacional;13 Madrid, Comunidad de;;Vivienda nueva;2007;29.477
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2021;58.945
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2020;42.344
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2019;55.008
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2018;59.615
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2017;54.737
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2016;45.550
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2015;39.473
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2014;27.328
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2013;22.426
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2012;21.983
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2011;24.886
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2010;31.610
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2009;25.334
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2008;31.797
Total Nacional;13 Madrid, Comunidad de;;Vivienda usada;2007;55.453
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2021;74.110
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2020;54.078
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2019;66.164
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2018;70.418
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2017;64.526
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2016;53.378
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2015;46.558
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2014;39.647
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2013;35.034
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2012;35.692
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2011;40.255
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2010;52.403
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2009;45.712
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2008;53.988
Total Nacional;13 Madrid, Comunidad de;;Vivienda libre;2007;79.078
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2021;6.346
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2020;4.460
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2019;5.631
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2018;6.185
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2017;5.886
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2016;5.681
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2015;5.327
Total Nacional;13 Madrid, Comunidad de;;Vivienda protegida;2014;4.841
